spp,growth,site,indiv,flow,heigth_cm,diam_mm,collector,collection_date,notes,sampled,date_last_fire,age_yr
eriaus,?,1994b,3,y,241,13,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
eriaus,?,1994b,4,y,144,7.3,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
eriaus,?,1994b,5,y,175,8.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
euc2,seed,1994b,1,n,87,4,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
gonteu,seed,1994b,1,n,47,2.3,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
gonteu,seed,1994b,2,n,62,2.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
gonteu,seed,1994b,3,n,62,1.5,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
gonteu,seed,1994b,4,n,51,2.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
gonteu,seed,1994b,5,n,49,1.9,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leueri?,resp,1994b,1,y,148,8.3,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leueri?,resp,1994b,2,y,127,9.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leueri?,resp,1994b,3,y,152,11.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leueri?,resp,1994b,4,y,178,20,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leulan,resp,1994b,1,y,275,26.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leulan,resp,1994b,2,y,283,27.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leulan,resp,1994b,3,y,262,23.1,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leulan,resp,1994b,4,y,252,16.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
leulan,resp,1994b,5,y,273,17.6,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
monell,seed,1994b,1,y,285,33,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
monell,seed,1994b,2,y,277,33.1,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
monell,seed,1994b,3,y,305,38.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
monell,seed,1994b,4,y,315,32,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
monell,seed,1994b,5,y,282,26.4,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
perlan,resp,1994b,1,y,202,23.6,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
perlan,resp,1994b,2,y,195,19.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
perlan,resp,1994b,3,y,224,13.4,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
perlan,resp,1994b,4,y,249,14.1,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
perlan,resp,1994b,5,y,167,17.7,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pimlin,seed,1994b,1,n,158,7.2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pomumb,seed,1994b,1,y,10,0.4,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pomumb,seed,1994b,2,y,12,1,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pomumb,seed,1994b,3,y,13,0.7,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pomumb,seed,1994b,4,y,22,0.7,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
pomumb,seed,1994b,5,y,19,0.6,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
ricpin,resp,1994b,1,y,72,6.4,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
tetthy,resp,1994b,1,y,61,1.7,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
tetthy,resp,1994b,2,y,51,1,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
tetthy,resp,1994b,3,y,63,1.8,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
tetthy,resp,1994b,4,y,61,2,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
tetthy,resp,1994b,5,y,52,1.5,Dan&AnnaMaria,2003-03-12,,,1994-01-15,9.16
acauli,seed,1994a,1,y,175,9.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
acauli,seed,1994a,2,y,184,8.6,Barb&Dan,2002-09-20,,,1994-01-15,8.68
acauli,seed,1994a,3,y,251,14.5,Barb&Dan,2002-09-20,,,1994-01-15,8.68
acauli,seed,1994a,4,y,200,13.6,Barb&Dan,2002-09-20,,,1994-01-15,8.68
acauli,seed,1994a,5,y,188,12.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
banser,seed,1994A,1,,218,22.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
contax,seed,1994a,1,y,220,11,Barb&Dan,2002-09-20,bent over,,1994-01-15,8.68
dilret,seed,1994a,1,y,155,11.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
dilret,seed,1994a,2,y,180,11,Barb&Dan,2002-09-20,,,1994-01-15,8.68
dilret,seed,1994a,3,y,184,18.3,Barb&Dan,2002-09-20,,,1994-01-15,8.68
dilret,seed,1994a,4,y,168,9.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
dilret,seed,1994a,5,y,205,11.4,Barb&Dan,2002-09-20,,,1994-01-15,8.68
epapul,seed,1994a,1,y,120,7.5,Barb&Dan,2002-09-20,,,1994-01-15,8.68
epapul,seed,1994a,2,y,177,11.5,Barb&Dan,2002-09-20,,,1994-01-15,8.68
epapul,seed,1994a,3,y,122,4.4,Barb&Dan,2002-09-20,,,1994-01-15,8.68
leulan,resp,1994a,1,n,179,13.1,Barb&Dan,2002-09-20,,,1994-01-15,8.68
leulan,resp,1994a,2,n,198,17.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
leulan,resp,1994a,3,n,238,29.4,Barb&Dan,2002-09-20,,,1994-01-15,8.68
leulan,resp,1994a,4,n,192,11.7,Barb&Dan,2002-09-20,,,1994-01-15,8.68
leulan,resp,1994a,5,n,260,23.2,Barb&Dan,2002-09-20,,,1994-01-15,8.68
monell,seed,1994a,1,n,173,15,Barb&Dan,2002-09-20,,,1994-01-15,8.68
monell,seed,1994a,2,n,204,19,Barb&Dan,2002-09-20,,,1994-01-15,8.68
monell,seed,1994a,3,n,171,17.4,Barb&Dan,2002-09-20,,,1994-01-15,8.68
monell,seed,1994a,4,n,210,13.2,Barb&Dan,2002-09-20,,,1994-01-15,8.68
monell,seed,1994a,5,n,171,11.8,Barb&Dan,2002-09-20,,,1994-01-15,8.68
acasua,seed,1990a,1,y,182,5.3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acasua,seed,1990a,2,y,120,5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acasua,seed,1990a,3,y,116,5.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acasua,seed,1990a,4,y,140,5.9,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acasua,seed,1990a,5,y,155,6.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acater,seed,1990a,1,y,195,11.9,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acater,seed,1990a,2,y,235,10.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acater,seed,1990a,3,y,235,13.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acater,seed,1990a,4,y,215,10.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acater,seed,1990a,5,y,268,14.1,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acauli,seed,1990a,1,y,185,10.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acauli,seed,1990a,2,y,238,14.2,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acauli,seed,1990a,3,y,205,7.4,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acauli,seed,1990a,4,y,275,16.9,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acauli,seed,1990a,5,y,245,13.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
aoteri,resp,1990a,1,y,140,7.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
aoteri,resp,1990a,2,y,210,14.7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
aoteri,resp,1990a,3,y,206,11,Barb&Dan,2002-09-20,,,1990-11-15,11.85
aoteri,resp,1990a,4,y,240,10.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
aoteri,resp,1990a,5,y,240,11.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
banser,seed,1990a,1,?,380,25,Barb&Dan,2002-09-20,,,1990-11-15,11.85
banser,seed,1990a,2,?,430,38.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
banser,seed,1990a,3,?,290,30,Barb&Dan,2002-09-20,,,1990-11-15,11.85
banser,seed,1990a,4,?,245,16.9,Barb&Dan,2002-09-20,,,1990-11-15,11.85
banser,seed,1990a,5,?,355,26.7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
contax,resp,1990a,1,y,105,8.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
contax,resp,1990a,2,y,120,10.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
contax,resp,1990a,3,y,145,4.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
dilret,seed,1990a,1,y,165,11.7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
dilret,seed,1990a,2,y,150,8.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
dilret,seed,1990a,3,y,208,8.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
dilret,seed,1990a,4,y,190,8.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
dilret,seed,1990a,5,y,178,10.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
epapul,resp,1990a,1,y,110,5.3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
epapul,resp,1990a,2,y,140,7.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
epapul,resp,1990a,3,y,165,9.7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
epapul,resp,1990a,4,y,178,9.4,Barb&Dan,2002-09-20,,,1990-11-15,11.85
epapul,resp,1990a,5,y,165,11,Barb&Dan,2002-09-20,,,1990-11-15,11.85
gonteu,resp,1990a,1,?,77,2.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
gonteu,resp,1990a,2,?,90,4.1,Barb&Dan,2002-09-20,,,1990-11-15,11.85
gonteu,resp,1990a,3,?,74,2.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
gonteu,resp,1990a,4,?,66,2,Barb&Dan,2002-09-20,,,1990-11-15,11.85
gonteu,resp,1990a,5,?,64,2.2,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leueri,resp,1990a,1,y,193,12.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leueri,resp,1990a,2,y,235,13.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leueri,resp,1990a,3,y,195,13,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leueri,resp,1990a,4,y,240,15.3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leueri,resp,1990a,5,y,228,14.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leulan,resp,1990a,1,y,275,12.7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leulan,resp,1990a,2,y,280,25.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leulan,resp,1990a,3,y,195,16,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leulan,resp,1990a,4,y,185,11.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
leulan,resp,1990a,5,y,225,29.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
monell,resp,1990a,1,y,420,45.2,Barb&Dan,2002-09-20,,,1990-11-15,11.85
monell,resp,1990a,2,y,320,40,Barb&Dan,2002-09-20,,,1990-11-15,11.85
monell,resp,1990a,3,y,315,41.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
monell,resp,1990a,4,y,325,38.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
monell,resp,1990a,5,y,340,35.4,Barb&Dan,2002-09-20,,,1990-11-15,11.85
perlev,?,1990a,1,?,145,8.3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
perlev,?,1990a,2,?,95,4.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
perlev,?,1990a,3,?,60,5.2,Barb&Dan,2002-09-20,,,1990-11-15,11.85
perlev,?,1990a,4,?,95,5.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
ricpin,resp,1990a,1,y,90,7.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
ricpin,resp,1990a,2,y,80,4.1,Barb&Dan,2002-09-20,,,1990-11-15,11.85
ricpin,resp,1990a,3,y,95,9.6,Barb&Dan,2002-09-20,,,1990-11-15,11.85
ricpin,resp,1990a,4,y,95,9.3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
ricpin,resp,1990a,5,y,85,7,Barb&Dan,2002-09-20,,,1990-11-15,11.85
tetthy,resp,1990a,1,y,88,1.8,Barb&Dan,2002-09-20,,,1990-11-15,11.85
tetthy,resp,1990a,2,y,72,1.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
tetthy,resp,1990a,3,y,70,3,Barb&Dan,2002-09-20,,,1990-11-15,11.85
tetthy,resp,1990a,4,y,75,1.5,Barb&Dan,2002-09-20,,,1990-11-15,11.85
tetthy,resp,1990a,5,y,45,1.4,Barb&Dan,2002-09-20,,,1990-11-15,11.85
acasua,seed,1980a,5,y,170,5.7,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acater,seed,1980a,1,y,220,15.6,Barb&Dan,2002-09-20,looks sick and old,,1980-08-15,22.11
acater,seed,1980a,2,y,135,5.1,Barb&Dan,2002-09-20,looks sick and old,,1980-08-15,22.11
acater,seed,1980a,3,y,215,14.3,Barb&Dan,2002-09-20,looks sick and old,,1980-08-15,22.11
acater,seed,1980a,4,y,225,13.7,Barb&Dan,2002-09-20,looks sick and old,,1980-08-15,22.11
acater,seed,1980a,5,y,240,15.3,Barb&Dan,2002-09-20,looks sick and old,,1980-08-15,22.11
acauli,seed,1980a,1,y,224,8.7,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acauli,seed,1980a,2,y,205,8.7,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acauli,seed,1980a,3,y,120,5.1,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acauli,seed,1980a,4,y,160,14.3,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acauli,seed,1980a,5,y,207,9.3,Barb&Dan,2002-09-20,,,1980-08-15,22.11
aoteri,resp,1980a,1,y,224,11.3,Barb&Dan,2002-09-20,,,1980-08-15,22.11
aoteri,resp,1980a,2,y,214,9,Barb&Dan,2002-09-20,,,1980-08-15,22.11
aoteri,resp,1980a,3,y,175,10.6,Barb&Dan,2002-09-20,,,1980-08-15,22.11
aoteri,resp,1980a,4,y,205,8.2,Barb&Dan,2002-09-20,,,1980-08-15,22.11
aoteri,resp,1980a,5,y,180,7.6,Barb&Dan,2002-09-20,,,1980-08-15,22.11
banser,?,1980a,1,y,1010.392443,170,Barb&Dan,2002-09-20,,,1980-08-15,22.11
banser,?,1980a,2,y,1089.193779,191,Barb&Dan,2002-09-20,,,1980-08-15,22.11
banser,?,1980a,3,y,1134.407022,225,Barb&Dan,2002-09-20,,,1980-08-15,22.11
banser,?,1980a,4,y,785.9542669,91,Barb&Dan,2002-09-20,,,1980-08-15,22.11
banser,?,1980a,5,y,929.8746519,155,Barb&Dan,2002-09-20,,,1980-08-15,22.11
dilret,seed,1980a,1,y,165,8.6,Barb&Dan,2002-09-20,,,1980-08-15,22.11
dilret,seed,1980a,2,y,195,17.7,Barb&Dan,2002-09-20,,,1980-08-15,22.11
dilret,seed,1980a,3,y,135,9,Barb&Dan,2002-09-20,,,1980-08-15,22.11
dilret,seed,1980a,4,y,155,10.1,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leueri,resp,1980a,1,y,214,19.5,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leueri,resp,1980a,2,y,245,25,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leulan,resp,1980a,1,y,216,19.6,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leulan,resp,1980a,2,y,217,18,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leulan,resp,1980a,3,y,235,21.9,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leulan,resp,1980a,4,y,203,14.8,Barb&Dan,2002-09-20,,,1980-08-15,22.11
leulan,resp,1980a,5,y,290,20.5,Barb&Dan,2002-09-20,,,1980-08-15,22.11
monell,seed,1980a,1,y,430,40.8,Barb&Dan,2002-09-20,,,1980-08-15,22.11
monell,seed,1980a,2,y,420,47.3,Barb&Dan,2002-09-20,,,1980-08-15,22.11
monell,seed,1980a,3,y,400,62.8,Barb&Dan,2002-09-20,,,1980-08-15,22.11
monell,seed,1980a,4,y,340,24.5,Barb&Dan,2002-09-20,,,1980-08-15,22.11
monell,seed,1980a,5,y,622.2054717,190,Barb&Dan,2002-09-20,outstanding indiv taller than most at site,,1980-08-15,22.11
monell,seed,1980a,6,y,773.0410019,131,Barb&Dan,2002-09-20,outstanding indiv taller than most at site,,1980-08-15,22.11
ricpin,resp,1980a,1,y,110,6.7,Barb&Dan,2002-09-20,,,1980-08-15,22.11
ricpin,resp,1980a,2,y,98,5.5,Barb&Dan,2002-09-20,,,1980-08-15,22.11
ricpin,resp,1980a,3,y,88,6.4,Barb&Dan,2002-09-20,,,1980-08-15,22.11
ricpin,resp,1980a,4,y,88,6.4,Barb&Dan,2002-09-20,,,1980-08-15,22.11
ricpin,resp,1980a,5,y,100,13.6,Barb&Dan,2002-09-20,,,1980-08-15,22.11
acasua,seed,1975a,1,y,225,8.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
acater,seed,1975a,1,y,110,5,Barb&Dan,2002-09-20,post fie recruit?,,1975-09-15,27.03
acater,seed,1975a,2,y,130,6.2,Barb&Dan,2002-09-20,post fie recruit?,,1975-09-15,27.03
acater,seed,1975a,3,y,190,8.2,Barb&Dan,2002-09-20,post fie recruit?,,1975-09-15,27.03
acauli,seed,1975a,1,y,155,7.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
acauli,seed,1975a,2,y,198,12.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
acauli,seed,1975a,3,y,218,18,Barb&Dan,2002-09-20,,,1975-09-15,27.03
acauli,seed,1975a,4,y,216,15,Barb&Dan,2002-09-20,,,1975-09-15,27.03
acauli,seed,1975a,5,y,195,12.3,Barb&Dan,2002-09-20,,,1975-09-15,27.03
aoteri,resp,1975a,1,y,135,7.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
aoteri,resp,1975a,2,y,190,7.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
aoteri,resp,1975a,3,y,140,7.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
aoteri,resp,1975a,4,y,155,6.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
aoteri,resp,1975a,5,y,208,11.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
banser,?,1975a,1,y,1294.350096,185,Barb&Dan,2002-09-20,,,1975-09-15,27.03
banser,?,1975a,2,y,1331.268294,191,Barb&Dan,2002-09-20,,,1975-09-15,27.03
banser,?,1975a,3,y,1206.844345,131.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
banser,?,1975a,4,y,899.2506357,85.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
banser,?,1975a,5,y,1309.628615,150,Barb&Dan,2002-09-20,,,1975-09-15,27.03
contax,seed,1975a,1,y,120,6.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
contax,seed,1975a,2,y,110,4.1,Barb&Dan,2002-09-20,,,1975-09-15,27.03
contax,seed,1975a,3,y,105,3.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
dilret,seed,1975a,1,y,185,13.2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
dilret,seed,1975a,2,y,185,13.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
dilret,seed,1975a,3,y,165,12.2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
dilret,seed,1975a,4,y,160,10.7,Barb&Dan,2002-09-20,,,1975-09-15,27.03
dilret,seed,1975a,5,y,135,7.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
epapul,?,1975a,1,y,130,6.2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
epapul,?,1975a,2,y,130,8.3,Barb&Dan,2002-09-20,,,1975-09-15,27.03
gomlat,seed,1975a,1,y,205,10.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
gomlat,seed,1975a,2,y,160,7.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
leulan,resp,1975a,1,y,208,29.3,Barb&Dan,2002-09-20,,,1975-09-15,27.03
leulan,resp,1975a,2,y,255,28.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
leulan,resp,1975a,3,y,265,16.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
leulan,resp,1975a,4,y,278,21.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
leulan,resp,1975a,5,y,245,21.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
monell,seed,1975a,1,y,531.4443543,97.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
monell,seed,1975a,2,y,582.6717188,89.1,Barb&Dan,2002-09-20,,,1975-09-15,27.03
monell,seed,1975a,3,y,512.7249308,88.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
monell,seed,1975a,4,y,626.4309642,83.4,Barb&Dan,2002-09-20,,,1975-09-15,27.03
monell,seed,1975a,5,y,433.7450598,63.2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
ricpin,resp,1975a,1,y,95,6.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
ricpin,resp,1975a,2,y,120,10.5,Barb&Dan,2002-09-20,,,1975-09-15,27.03
ricpin,resp,1975a,3,y,110,9.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
ricpin,resp,1975a,4,y,75,7.9,Barb&Dan,2002-09-20,,,1975-09-15,27.03
ricpin,resp,1975a,5,y,115,11.8,Barb&Dan,2002-09-20,,,1975-09-15,27.03
tetthy,resp,1975a,1,y,55,1.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
tetthy,resp,1975a,2,y,76,2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
tetthy,resp,1975a,3,y,60,2.2,Barb&Dan,2002-09-20,,,1975-09-15,27.03
tetthy,resp,1975a,4,y,70,1.7,Barb&Dan,2002-09-20,,,1975-09-15,27.03
tetthy,resp,1975a,5,y,85,1.6,Barb&Dan,2002-09-20,,,1975-09-15,27.03
